1,6.34000,3.20000
1,5.60000,3.52000
1,5.06000,4.16000
1,4.88000,4.96000
1,4.64000,4.60000
1,5.36000,5.94000
1,4.54000,7.48000
1,5.42000,7.36000
1,5.22000,6.94000
1,4.88000,7.16000
1,6.64000,7.66000
1,6.38000,6.42000
1,5.74000,6.80000
1,5.86000,6.10000
1,5.72000,5.14000
1,4.96000,3.90000
1,5.20000,3.08000
1,6.38000,4.22000
1,5.50000,4.48000
1,6.50000,5.38000
1,7.64000,4.62000
1,6.48000,4.68000
1,5.98000,4.02000
1,6.08000,3.38000
1,7.44000,4.20000
1,5.84000,4.94000
1,5.96000,4.50000
1,5.44000,5.20000
1,6.42000,6.04000
1,5.46000,6.34000
-1,4.36000,3.62000
-1,4.12000,4.10000
-1,4.14000,4.80000
-1,7.20000,1.82000
-1,6.16000,2.10000
-1,5.66000,1.44000
-1,5.42000,2.12000
-1,5.20000,2.54000
-1,4.38000,2.92000
-1,4.60000,2.10000
-1,3.12000,3.86000
-1,3.02000,4.88000
-1,3.98000,4.12000
-1,3.76000,3.06000
-1,3.38000,2.62000
-1,3.56000,4.36000
-1,3.90000,5.54000
-1,4.66000,5.94000
-1,3.38000,6.20000
-1,2.58000,6.96000
-1,4.02000,7.06000
-1,3.82000,7.98000
-1,4.52000,6.50000
-1,4.04000,6.26000
-1,3.08000,6.90000
-1,2.78000,5.32000
-1,8.84000,1.86000
-1,7.08000,1.54000
-1,5.84000,1.80000
-1,4.66000,1.48000
