1,4.22000 ,2.74000
1,4.82000 ,3.70000
1,5.76000 ,5.02000
1,6.54000 ,5.94000
1,4.98000 ,4.98000
1,5.84000 ,5.68000
1,7.40000 ,4.40000
1,5.46000 ,4.16000
1,5.60000 ,3.32000
1,6.50000 ,4.08000
1,5.66000 ,4.42000
1,4.58000 ,3.90000
1,4.50000 ,4.26000
1,4.90000 ,4.18000
1,4.20000 ,3.46000
1,5.08000 ,2.90000
1,5.48000 ,3.66000
1,6.32000 ,4.34000
1,6.16000 ,5.32000
1,6.00000 ,5.98000
1,6.44000 ,6.28000
1,7.12000 ,5.94000
1,5.34000 ,5.34000
1,5.46000 ,4.72000
1,6.56000 ,4.96000
1,7.68000 ,5.20000
1,7.06000 ,5.70000
1,7.04000 ,4.90000
1,7.04000 ,3.80000
1,6.08000 ,3.70000
-1,3.52000 ,4.04000
-1,3.06000 ,3.36000
-1,2.18000 ,4.20000
-1,3.52000 ,4.86000
-1,3.02000 ,4.18000
-1,2.82000 ,4.98000
-1,3.50000 ,5.78000
-1,4.30000 ,5.46000
-1,4.88000 ,5.86000
-1,4.64000 ,6.58000
-1,3.58000 ,6.36000
-1,4.16000 ,5.74000
-1,3.76000 ,5.24000
-1,2.84000 ,5.42000
-1,2.62000 ,6.06000
-1,3.20000 ,5.82000
-1,3.34000 ,5.42000
-1,4.30000 ,6.02000
-1,5.12000 ,5.78000
-1,4.56000 ,5.28000
-1,4.44000 ,4.78000
-1,4.00000 ,4.92000
-1,5.30000 ,6.52000
-1,4.74000 ,7.06000
-1,3.68000 ,7.06000
-1,4.06000 ,6.40000
-1,2.96000 ,6.70000
-1,2.32000 ,6.32000
-1,3.00000 ,6.44000
-1,3.85000 ,6.49000
