1,3.38000,3.74000
1,4.36000,3.90000
1,4.18000,4.78000
1,3.70000,4.82000
1,2.68000,5.08000
1,2.86000,4.20000
1,4.20000,4.14000
1,3.96000,4.86000
1,3.48000,5.72000
1,3.82000,6.20000
1,4.76000,6.70000
1,5.96000,6.22000
1,6.78000,5.96000
1,6.96000,4.54000
1,7.08000,3.66000
1,6.32000,3.00000
1,4.90000,2.78000
1,3.96000,3.32000
1,3.96000,3.32000
1,4.04000,3.66000
1,4.84000,3.40000
1,5.68000,3.42000
1,5.78000,3.88000
1,5.44000,4.20000
1,5.04000,3.70000
1,4.58000,4.40000
1,4.68000,4.92000
1,5.14000,5.44000
1,5.50000,4.96000
1,6.34000,4.78000
1,6.34000,5.14000
1,5.80000,5.70000
1,4.82000,6.14000
1,4.16000,5.78000
1,4.10000,5.54000
1,4.52000,5.40000
1,5.00000,5.34000
1,5.86000,4.26000
1,6.30000,3.84000
1,6.44000,4.22000
1,6.38000,4.38000
1,5.84000,4.68000
1,5.66000,5.42000
1,4.86000,6.08000
1,3.58000,4.32000
1,3.24000,5.00000
-1,1.82000,3.30000
-1,2.76000,3.02000
-1,2.06000,2.06000
-1,1.98000,3.18000
-1,2.42000,3.96000
-1,1.80000,4.48000
-1,2.40000,3.30000
-1,1.24000,3.82000
-1,1.10000,4.06000
-1,1.00000,2.52000
-1,2.86000,1.86000
-1,7.82000,1.90000
-1,7.54000,2.66000
-1,7.76000,3.12000
-1,8.52000,3.50000
-1,7.84000,4.68000
-1,7.40000,4.54000
-1,7.56000,4.00000
-1,8.24000,3.58000
-1,8.58000,2.42000
-1,6.18000,1.34000
-1,4.64000,2.30000
-1,3.72000,2.22000
-1,3.62000,1.18000
-1,3.64000,1.06000
-1,2.76000,0.88000
-1,5.04000,0.92000
-1,6.14000,0.98000
-1,5.48000,2.00000
-1,4.04000,1.42000
-1,4.32000,0.66000
-1,4.64000,1.02000
-1,4.94000,1.62000
-1,6.00000,1.26000
-1,6.90000,0.74000
-1,7.60000,0.86000
-1,6.88000,1.80000
-1,6.30000,2.10000
-1,6.94000,2.30000
-1,7.16000,2.62000
-1,6.00000,2.48000
-1,5.56000,2.88000
-1,8.22000,3.22000
-1,8.46000,2.14000
-1,8.62000,3.12000
-1,7.78000,5.40000
-1,7.80000,6.42000
-1,8.80000,5.36000
-1,8.66000,4.80000
-1,7.08000,5.12000
-1,7.88000,6.14000
-1,8.14000,6.90000
-1,8.60000,6.10000
-1,7.68000,6.38000
-1,6.82000,7.22000
-1,6.10000,7.14000
-1,5.10000,7.98000
-1,6.86000,8.10000
-1,7.96000,7.98000
-1,7.96000,7.24000
-1,6.38000,7.98000
-1,5.28000,8.94000
-1,4.90000,8.72000
-1,4.64000,7.64000
-1,2.60000,7.68000
-1,2.48000,6.76000
-1,2.34000,6.46000
-1,1.90000,6.54000
-1,1.44000,7.52000
-1,2.26000,8.16000
-1,3.90000,8.44000
-1,4.36000,7.60000
-1,4.36000,7.12000
-1,3.94000,6.66000
-1,3.44000,6.56000
-1,2.80000,6.32000
-1,2.48000,6.06000
-1,1.88000,5.48000
-1,1.94000,5.10000
-1,1.20000,5.44000
-1,0.88000,5.96000
-1,1.64000,6.58000
-1,2.48000,6.54000
-1,3.84000,7.36000
-1,3.72000,8.10000
-1,2.84000,7.20000
-1,2.66000,7.78000
-1,2.04000,8.56000
-1,2.78000,8.88000
-1,3.80000,8.74000
-1,2.86000,7.72000
-1,3.16000,7.98000
-1,3.22000,8.24000
-1,3.82000,8.70000
-1,3.70000,7.54000
-1,3.18000,7.24000
-1,3.76000,7.72000
-1,5.26000,8.30000
-1,5.42000,8.62000
-1,6.32000,8.70000
-1,7.56000,9.22000
-1,5.44000,7.28000
-1,5.48000,6.72000
-1,5.68000,7.28000
-1,6.38000,8.24000
-1,7.82000,8.46000
-1,8.90000,7.84000
-1,9.24000,7.04000
-1,8.92000,6.30000
-1,9.34000,5.38000
-1,9.16000,4.30000
-1,9.02000,3.90000
-1,8.96000,2.70000
-1,9.06000,1.90000
-1,8.56000,1.34000
-1,7.80000,1.24000
